node_names,edges,0,1,2,3,4,5,6,7
xx_54,0.01758257,0.005056525,0.02640008,0.008482041,0.030585375,0.011695516,0.035589155,0.01494395,0.04053384
Leptidea_sinapis,0.003466,0.004089548,0.01876358,0.007348028,0.023382675,0.010781153,0.02846208,0.014560672,0.033413406
Leptidea_juvernica,0.001966,0.0047327154,0.020817336,0.007580223,0.02610837,0.011050317,0.031208964,0.013709139,0.03674769
xx_55,0.009865733,0.012208935,0.024591738,0.014640052,0.02926461,0.01612256,0.03553034,0.017776432,0.041593034
xx_56,0.011522682,0.013575058,0.023850704,0.016545318,0.028156303,0.019131444,0.033523038,0.021529121,0.039184816
xx_57,0.009309081,0.013242128,0.02725022,0.01620149,0.031118305,0.018064264,0.03656221,0.019916965,0.042121682
Carterocephalus_palaemon,0.026594,0.0116114365,0.021279443,0.015311921,0.025159514,0.018448254,0.030048948,0.02153975,0.034934007
xx_58,0.015807297,0.015942167,0.021207891,0.0187615,0.024394609,0.020807412,0.028350633,0.023153918,0.032865766
xx_59,0.013214856,0.016036889,0.024073062,0.018500626,0.027676614,0.020632153,0.031995546,0.023068905,0.03640415
xx_60,0.01711769,0.012171715,0.018043665,0.015728671,0.021394257,0.018445192,0.02636377,0.021247132,0.031187175
xx_61,0.016088262,0.010034133,0.014703088,0.013514938,0.019035425,0.01614436,0.025299925,0.018579377,0.031205758
xx_62,0.013472782,0.011550395,0.023866257,0.01495893,0.027017675,0.016971292,0.032095324,0.019106979,0.037104562
Scoparia_ambigualis,0.014367,0.012631899,0.032711793,0.015504319,0.03642151,0.017577343,0.041703414,0.02034868,0.046567403
xx_63,0.026763882,0.019943928,0.031442326,0.022024114,0.034799177,0.024409862,0.037710264,0.026643226,0.040960077
Pyralis_farinalis,0.022434,0.009093243,0.039622847,0.0132646235,0.041486725,0.01700417,0.045891386,0.01945077,0.05106352
xx_64,0.014141222,0.0071740984,0.019749101,0.010540218,0.023838013,0.013823399,0.029183554,0.017433994,0.03511068
Pharmacophagus_antenor,0.018514,0.0051088985,0.013120601,0.010316119,0.018736,0.014780421,0.025658242,0.019191224,0.03258173
Battus_philenor,0.007593,0.007566795,0.015551259,0.011370212,0.02161569,0.014857384,0.028514603,0.018371142,0.035413418
Battus_belus,0.008061,0.0064316,0.027820386,0.011081457,0.03227655,0.014617444,0.037771847,0.019054286,0.042758852
xx_65,0.008298278,0.0063163782,0.009420459,0.01043902,0.01564962,0.013880623,0.022995405,0.016918108,0.03040046
Papilio_demoleus,0.012892,0.0064638173,0.018639136,0.010201756,0.022733126,0.013910899,0.0271766,0.017345125,0.032912828
Papilio_slateri,0.011371,0.0067453054,0.016368404,0.010108213,0.020684391,0.013325846,0.025946543,0.016535083,0.031097598
Papilio_glaucus,0.01032,0.0068075997,0.0050546783,0.011222554,0.012239408,0.014787441,0.02025508,0.018333536,0.028187023
Graphium_eurypylus,0.004838,0.008611535,0.024605772,0.01106686,0.030282645,0.012807971,0.036418855,0.014887629,0.04249663
Graphium_doson,0.004124,0.0077464194,0.022969175,0.010314899,0.028688425,0.012258763,0.034736328,0.014112258,0.040606
xx_66,0.012326304,0.0068108453,0.027670223,0.009206758,0.03262202,0.011004424,0.03752447,0.0134060625,0.04277646
xx_67,0.013514075,0.003964231,0.029913142,0.0066634673,0.03473629,0.009444113,0.040106673,0.012303829,0.04531727
xx_68,0.009322852,0.004102355,0.021742417,0.006665309,0.02457254,0.0091623375,0.02773242,0.011855785,0.030233392
xx_69,0.023214031,0.0038009014,0.025007628,0.0068678074,0.02949151,0.009539303,0.034671944,0.0123555325,0.039737392
xx_70,0.013446553,0.00890049,0.028502697,0.012128746,0.032384228,0.015287135,0.036849227,0.018852964,0.04110541
xx_71,0.01737316,0.0073675513,0.027024774,0.01063924,0.031376954,0.014184027,0.03630819,0.017766772,0.04101527
xx_72,0.019255102,0.007873833,0.027584858,0.011527772,0.032182436,0.014928927,0.03800966,0.01845907,0.04338659
xx_73,0.028836783,0.008901735,0.020743549,0.011203031,0.024564726,0.013525728,0.02941822,0.015533546,0.03432591
xx_74,0.018178035,0.00535699,0.03946672,0.00822743,0.04399131,0.01073838,0.04918855,0.013617728,0.054260146
Eurema_hecabe,0.023605,0.004761483,0.02997159,0.007647402,0.034616884,0.0104133645,0.03975386,0.013232663,0.044827484
xx_75,0.017830968,0.0051041143,0.027858706,0.008498485,0.032468714,0.011776948,0.037430573,0.015209641,0.042603355
xx_76,0.017081313,0.0049460037,0.024871366,0.0084435865,0.02887006,0.011631222,0.033782117,0.014765333,0.038758926
xx_77,0.008685773,0.013114322,0.022708569,0.015710086,0.028218029,0.017318554,0.034592446,0.019174047,0.040833168
Tagiades_litigiosa,0.018242,0.010097126,0.028431408,0.012051255,0.03187342,0.01331737,0.037693646,0.014804267,0.04348542
