node_names,edges,0,1,2,3,4,5,6,7
Lobophora_halterata,0.011765,0.015310417,0.020415839,0.018995348,0.023220235,0.021653384,0.027926177,0.024848515,0.032421574
Pterapherapteryx_sexalata,0.009585,0.01338257,0.012444052,0.017312704,0.017035544,0.01918495,0.02285746,0.021155706,0.028689407
xx_146,0.016425293,0.013264307,0.023375055,0.016873535,0.027234137,0.019372115,0.03211858,0.022221839,0.03699923
Idaea_aversata,0.005673,0.011603029,0.02126984,0.015364685,0.02491129,0.01858116,0.029768642,0.02141794,0.034679435
Cyclophora_albipunctata,0.00301,0.010641407,0.015655076,0.014198353,0.020474777,0.017512517,0.026123215,0.020489935,0.032038894
Cyclophora_punctaria,0.002715,0.011031118,0.012199,0.014712227,0.016016576,0.017902348,0.020693231,0.020723723,0.025944352
xx_147,0.015124951,0.011480473,0.016997686,0.0148362415,0.020934481,0.017500767,0.026362136,0.019796057,0.031750485
xx_148,0.016102662,0.009501804,0.012451502,0.013477386,0.017168473,0.01622049,0.02345572,0.01894793,0.029368037
xx_149,0.01092294,0.010193262,0.018914,0.013318081,0.02247774,0.01568539,0.028104521,0.018093096,0.03370313
xx_150,0.022018924,0.011604983,0.01732208,0.015056067,0.021455433,0.01750542,0.026990378,0.019738574,0.032347497
xx_151,0.0078067277,0.007490604,0.0312797,0.009995217,0.034367245,0.01195074,0.037492707,0.014532902,0.041660905
Euryades_corethrus,0.009385,0.0077782935,0.017393764,0.011283965,0.021184497,0.014514583,0.026666917,0.017922055,0.03211689
xx_152,0.009451479,0.0067224507,0.011701845,0.010028926,0.017935509,0.013356163,0.025378222,0.016613616,0.032629944
Pachliopta_kotzebuea,0.010252,0.006339963,0.014123384,0.010235977,0.020722955,0.0139671955,0.028619293,0.018297562,0.036349148
Papilio_helenus,0.005324,0.006681169,0.0065803695,0.010168089,0.014449262,0.013148098,0.02265181,0.016084611,0.030592851
Papilio_memnon,0.006008,0.006032286,0.014281032,0.0089456085,0.020300956,0.011386332,0.027074132,0.013547589,0.033959713
xx_153,0.0051500937,0.0058860243,0.014671173,0.009883267,0.020599306,0.013384295,0.026901467,0.016148943,0.033607166
Papilio_polytes,0.002251,0.005519217,0.010617904,0.009099955,0.01707523,0.012235734,0.024200756,0.015097642,0.03144738
xx_154,0.009156948,0.0075335335,0.012142467,0.0125979595,0.017722718,0.017046243,0.024560386,0.021128125,0.031502858
Papilio_xuthus,0.009393,0.0060723396,0.0059129884,0.011109539,0.01153564,0.01546801,0.018571367,0.01939874,0.025729597
xx_155,0.012272755,0.005432263,0.027707636,0.007611933,0.031898122,0.010067041,0.036355976,0.012171454,0.04121929
xx_156,0.013512222,0.0077922167,0.028507618,0.01051728,0.033074185,0.012937641,0.038249105,0.0155873485,0.043383628
Limenitis_reducta,0.007076,0.0040578647,0.02960018,0.006645337,0.035125103,0.008981698,0.041369386,0.011615922,0.047476508
Limenitis_arthemis,0.007297,0.0043120724,0.02476688,0.006571729,0.029252892,0.008977993,0.035336517,0.011601186,0.041443996
xx_157,0.011933085,0.007747079,0.03365614,0.010492335,0.037868377,0.0128159085,0.04254885,0.015724633,0.04698652
xx_158,0.014429674,0.008426306,0.033302147,0.011707739,0.03818556,0.014398711,0.04363309,0.017508863,0.048979916
xx_159,0.010788549,0.0059165303,0.03091127,0.009138638,0.034739602,0.012248652,0.040001426,0.0153389545,0.044874463
xx_160,0.014292045,0.0043026595,0.026435725,0.0075074458,0.03181158,0.010987844,0.037322443,0.01450449,0.04267054
xx_161,0.007163848,0.006015091,0.033300966,0.009468819,0.03639697,0.012773562,0.04107033,0.016743785,0.045253184
Coenonympha_iphis,0.007695,0.006727804,0.03410238,0.010186101,0.038423736,0.013927168,0.04284001,0.01798279,0.046938922
xx_162,0.010493788,0.0025483242,0.026069619,0.0042396546,0.032378107,0.0064604515,0.038255032,0.009634798,0.043642826
Morpho_marcus,0.002676,0.0034166581,0.027388731,0.005643151,0.033228133,0.00838968,0.038600154,0.010673337,0.044750523
Danaus_eresimus,0.00617,0.0031884627,0.022920948,0.0062952377,0.027293893,0.009143217,0.032398533,0.012166705,0.037522417
Danaus_plexippus,0.004762,0.004745997,0.027959501,0.0075886887,0.03253408,0.010119461,0.037729744,0.01273292,0.042891957
xx_163,0.006377113,0.0081040645,0.029019207,0.011243628,0.033301912,0.014280475,0.03802273,0.01758309,0.04285839
xx_164,0.0038522307,0.00815702,0.030007342,0.0112306345,0.033990372,0.014248798,0.038821492,0.017919654,0.04332349
Albulina_orbitulus,0.007883,0.009429559,0.027624473,0.012861859,0.030891683,0.016752036,0.035088666,0.020245878,0.039143216
Vacciniina_optilete,0.007237,0.007880226,0.024100803,0.010539235,0.029255264,0.0135939345,0.03442562,0.017006412,0.0394329
xx_165,0.0068650427,0.007846934,0.031243194,0.011004533,0.035186753,0.014123994,0.04002122,0.017411238,0.04478532
Lycaena_phlaeas,0.007536,0.008498365,0.027751023,0.01178427,0.03232235,0.015014554,0.03764005,0.018490655,0.042832233
xx_166,0.0023138565,0.005524008,0.039913975,0.008643883,0.044047315,0.011416852,0.048652,0.014803636,0.053370547
xx_167,0.0030983097,0.004935456,0.035176292,0.007987659,0.039688848,0.01087517,0.04468647,0.013812833,0.049606152
xx_168,0.005784301,0.0049199,0.025124684,0.008197484,0.029561235,0.011216441,0.034694444,0.014444577,0.03988354
xx_169,0.0064660106,0.004158642,0.027759776,0.007813101,0.032272708,0.011660179,0.037075717,0.015480508,0.042098064
Autochton_cellus,0.008255,0.011717773,0.024331966,0.0143455975,0.031054286,0.016982302,0.037691377,0.019779233,0.04436516
Autochton_pseudocellus,0.007454,0.012030818,0.022330033,0.014103498,0.028708577,0.016347533,0.035361633,0.018516833,0.042156953
Hesperia_comma,0.013462,0.015171036,0.028675439,0.01790481,0.032574017,0.020178134,0.037281673,0.022291455,0.042096
Ochlodes_venata,0.010839,0.014707124,0.0254382,0.017644098,0.029637987,0.01978197,0.034533836,0.0220196,0.03950519
xx_170,0.0073071653,0.012905513,0.024364464,0.016037092,0.0278119,0.018258376,0.03247936,0.020477068,0.037274424
Thymelicus_lineola,0.007145,0.012885208,0.022844266,0.016001943,0.027475182,0.018676117,0.03281084,0.021476682,0.038082577
xx_171,0.018574536,0.0184789,0.023541467,0.021415215,0.026038654,0.023180874,0.030021964,0.025514124,0.033851936
xx_172,0.02514029,0.022247335,0.02265463,0.025202917,0.024627939,0.027513104,0.027809538,0.029427258,0.031083342
xx_173,0.012118349,0.01857067,0.021425594,0.02118367,0.02426655,0.023009079,0.028350506,0.025011735,0.032432884
Pseudoips_prasinana,0.019149,0.022967232,0.021738313,0.025806595,0.024880622,0.02772937,0.028543923,0.029177811,0.03240157
xx_174,0.010109658,0.012837472,0.020539867,0.015557817,0.02434599,0.0174849,0.029286534,0.019701282,0.034087222
Hypena_proboscidalis,0.023168,0.011243631,0.017392894,0.013969089,0.021946598,0.015540534,0.027581256,0.017249472,0.03344215
xx_175,0.0121664405,0.018745374,0.023996634,0.02207403,0.026238805,0.024913326,0.029058045,0.02752312,0.032874927
xx_176,0.012403223,0.012233013,0.019183988,0.015090696,0.023001216,0.017117187,0.027847534,0.019608518,0.03248561
xx_177,0.012323942,0.021832028,0.02823552,0.024201414,0.030605365,0.026485555,0.03298609,0.028956018,0.034990583
Hemaris_fuciformis,0.013606,0.026412914,0.03427868,0.028955694,0.036363255,0.03168558,0.038307205,0.03425027,0.040593773
xx_178,0.015349325,0.018812593,0.024025273,0.021346407,0.026735038,0.023678865,0.029980032,0.026303839,0.03307168
xx_179,0.015339012,0.017668096,0.027874604,0.020587837,0.030024486,0.023317507,0.0326278,0.026234696,0.0349117
xx_180,0.014752364,0.012320234,0.013076824,0.015491379,0.017072178,0.018692732,0.02451277,0.022914613,0.032047648
Antheraea_pernyi,0.005106,0.011476876,0.017103016,0.014549449,0.022166325,0.0153875,0.028246095,0.015660236,0.034807965
xx_181,0.011772329,0.010209446,0.013792418,0.013649373,0.018185578,0.016142134,0.02386094,0.01880469,0.02933961
xx_182,0.0076425956,0.013276604,0.021328775,0.01668668,0.024847426,0.019253273,0.029182693,0.02224617,0.03363387
Idaea_dimidiata,0.01167,0.010445549,0.021430058,0.014072108,0.024980092,0.017072733,0.029529938,0.019959139,0.03461955
Idaea_biselata,0.00837,0.015080557,0.02449349,0.018671574,0.028656181,0.021043865,0.033948123,0.023908857,0.038871054
xx_183,0.01219897,0.011913848,0.017354779,0.015240664,0.021162467,0.017904172,0.026369233,0.020230887,0.03171675
Ectropis_crepuscularia,0.023844,0.010546141,0.016176643,0.014144374,0.020629302,0.016589973,0.026218941,0.019005973,0.03191163
xx_184,0.019439863,0.009915544,0.0132680535,0.013975258,0.017193384,0.016588487,0.022982348,0.019194322,0.02850572
Chiasmia_clathrata,0.016676,0.009183718,0.011751891,0.013051119,0.017177625,0.015909856,0.02381367,0.018740013,0.03010253
xx_185,0.0124805905,0.010635432,0.018049505,0.013723727,0.021851009,0.016104871,0.027399149,0.018356055,0.033100933
xx_186,0.016806908,0.00959143,0.020122865,0.0127169825,0.023369309,0.015078956,0.029041136,0.01775607,0.03455253
xx_187,0.022328595,0.012823571,0.0196425,0.01625472,0.0236679,0.018847905,0.029017879,0.021310683,0.03448637
Cabera_pusaria,0.023977,0.010177864,0.014550343,0.013794172,0.019147843,0.016080515,0.024747137,0.018149752,0.030326061
xx_188,0.0059949616,0.0076272087,0.025699263,0.010363661,0.029341163,0.012422336,0.0337258,0.014831475,0.038568698
Trogonoptera_brookiana,0.006829,0.0067831315,0.03746718,0.009383061,0.04025175,0.011663765,0.04327392,0.014555702,0.046195224
Atrophaneura_dixoni,0.005212,0.007863479,0.015518605,0.010411498,0.021426009,0.0123346895,0.02771433,0.014567917,0.03353389
Byasa_alcinous,0.005233,0.0053523383,0.007547707,0.009747392,0.015000468,0.014230679,0.023500137,0.018746817,0.032116514
Papilio_phestus,0.00187,0.0055276803,0.017195413,0.010499235,0.023032485,0.015260254,0.028734947,0.018691739,0.03536543
Papilio_ambrax,0.001409,0.006047939,0.012690587,0.00944524,0.018736325,0.012037782,0.0255406,0.014362054,0.032472976
Papilio_zelicaon,0.001649,0.0077958964,0.014084523,0.013162877,0.01928239,0.017917622,0.025854608,0.022356847,0.032567773
Papilio_polyxenes,0.001846,0.0071703694,0.009871379,0.011994516,0.015995951,0.016093407,0.023127511,0.019789798,0.030395037
xx_189,0.008603857,0.00540552,0.026368614,0.007611705,0.030519696,0.010119169,0.03480596,0.012229085,0.03953508
xx_190,0.010336481,0.005381173,0.029326463,0.0076661687,0.033350326,0.0099448385,0.038319226,0.012180194,0.043275543
xx_191,0.0052550565,0.008473216,0.02666627,0.010969547,0.031400524,0.01326721,0.03668511,0.016069772,0.041717928
xx_192,0.008511867,0.0065632868,0.031378005,0.009787919,0.035662413,0.012416754,0.04090274,0.014900743,0.046219755
xx_193,0.013937175,0.010258638,0.03446854,0.0133433165,0.037993994,0.015735922,0.04246389,0.01875243,0.046659824
xx_194,0.015311816,0.0049223015,0.032496173,0.007357363,0.037696876,0.009751282,0.042711787,0.012496766,0.047567032
xx_195,0.007964726,0.0068320087,0.031571697,0.009832178,0.036636002,0.012235794,0.042101625,0.014970201,0.047744304
xx_196,0.006368464,0.0096421,0.034479454,0.013059606,0.039368063,0.016135775,0.044785764,0.019552251,0.05013415
xx_197,0.01056249,0.0062155323,0.029215718,0.009080891,0.033555266,0.012224043,0.038867954,0.015234527,0.04369358
xx_198,0.0098548345,0.005662089,0.03250094,0.009161726,0.035840664,0.012220133,0.041023143,0.015441126,0.045958966
xx_199,0.01699923,0.0048669283,0.028966365,0.008634126,0.03399336,0.012235092,0.03934976,0.016045805,0.044712532
Mycalesis_mineus,0.01219,0.0038313856,0.02459519,0.0067273034,0.030271273,0.01014673,0.035944976,0.013465076,0.041352566
Coenonympha_dorus,0.007131,0.006272241,0.036684375,0.0094411215,0.038811687,0.012942275,0.043065723,0.01742668,0.04672539
Coenonympha_arcania,0.007197,0.005783695,0.02978661,0.0094192205,0.034304816,0.012370506,0.039076716,0.01608357,0.043732177
xx_200,0.011507014,0.0033857536,0.02314905,0.0051686517,0.029341899,0.0076806364,0.035075605,0.010692674,0.04026914
xx_201,0.009007242,0.0018737337,0.028073939,0.0034225697,0.03445087,0.0056142453,0.040671077,0.008945364,0.046372008
xx_202,0.00713063,0.0081576435,0.028330242,0.011105859,0.032749616,0.014098801,0.03758298,0.017576871,0.04239416
xx_203,0.007574468,0.008023927,0.029860592,0.011421583,0.033727225,0.014442435,0.038679022,0.017620796,0.043262072
Plebejus_argus,0.006239,0.007941027,0.028205855,0.011087909,0.032675073,0.014333284,0.0376684,0.017944695,0.04249704
xx_204,0.0014814981,0.00820738,0.0304075,0.011257075,0.034345537,0.014238311,0.039072167,0.017915202,0.04354696
Lycaena_alciphron,0.005788,0.008426229,0.0329543,0.011483553,0.036344454,0.014495858,0.0407956,0.017767526,0.04524055
Lycaena_virgaureae,0.006029,0.007225672,0.029397262,0.010513459,0.034073774,0.013742898,0.039238643,0.017037483,0.04431781
xx_205,0.0025265724,0.005458067,0.040565807,0.008608693,0.044743963,0.011534652,0.049370676,0.0150873875,0.054117378
xx_206,0.0033192665,0.005719919,0.039065126,0.008474978,0.043041956,0.0114358,0.04772755,0.014366758,0.05239272
Colias_eurytheme,0.002641,0.005016725,0.035759814,0.008053863,0.0402944,0.010850978,0.0452926,0.013716927,0.050206795
Colias_palaeno,0.003177,0.0048058275,0.034450263,0.0079588825,0.03893838,0.010857555,0.043959342,0.013953379,0.04890535
Pieris_melete,0.003353,0.004473092,0.023161868,0.00757994,0.027454633,0.010628967,0.032549217,0.013456508,0.037964903
Pieris_napi,0.002626,0.005253443,0.026474012,0.008533449,0.031078208,0.0117401015,0.03628735,0.015216647,0.041441273
Pieris_rapae,0.003861,0.004812402,0.028972706,0.008447019,0.033324014,0.0120422775,0.038485523,0.015872328,0.043524224
Pieris_mannii,0.003306,0.003563584,0.026743475,0.0072838645,0.03128586,0.011323821,0.035960503,0.015189864,0.040879313
Thymelicus_sylvestris,0.004703,0.013229139,0.028074805,0.01642183,0.031288423,0.018796535,0.036296025,0.02130014,0.041344777
Thymelicus_acteon,0.004624,0.0123402225,0.020521604,0.015608565,0.02413542,0.017824503,0.028917069,0.01988274,0.033656903
xx_207,0.021669254,0.019377159,0.025678936,0.022325883,0.028113747,0.024431584,0.03183054,0.026747076,0.035444513
Phalera_bucephala,0.019623,0.01764166,0.021562174,0.020557528,0.024183985,0.02220764,0.028512463,0.024461426,0.032554504
Cerura_vinula,0.013861,0.023030173,0.023289673,0.02585548,0.025257649,0.028070776,0.028430657,0.030021308,0.03169373
Furcula_furcula,0.015913,0.021329325,0.021904677,0.024417866,0.023922421,0.026881034,0.027072543,0.028733978,0.030411365
xx_208,0.008060068,0.018457053,0.021927604,0.021078885,0.02462292,0.023006704,0.028471433,0.025106927,0.032482006
xx_209,0.013596235,0.018757464,0.0204777,0.021379422,0.023851737,0.022989199,0.027999602,0.024851447,0.032444183
xx_210,0.010157431,0.012626338,0.02020707,0.015276571,0.023900064,0.017255468,0.028597066,0.019600142,0.033284623
xx_211,0.023316044,0.013314674,0.021182114,0.016144361,0.025384223,0.018029207,0.030758616,0.01992831,0.03601712
Tethea_ocularis,0.010985,0.017268823,0.020486955,0.020326223,0.023600712,0.022764878,0.027492223,0.02521774,0.03151387
Achlya_flavicornis,0.01166,0.020284574,0.02795628,0.02408838,0.028660674,0.027258575,0.031382527,0.030203693,0.034387667
Tetheella_fluctuosa,0.011603,0.011420005,0.015505914,0.01374406,0.020023253,0.015515612,0.025248012,0.017660197,0.030272534
Ochropacha_duplaris,0.013322,0.013082161,0.023283076,0.016532753,0.026430467,0.019051475,0.031066079,0.02210621,0.035404105
xx_212,0.0069089644,0.022366798,0.03035692,0.024927847,0.032931153,0.027406463,0.035971582,0.030418351,0.03838602
Hyles_lineata,0.006577,0.021173695,0.026010392,0.023455417,0.0280413,0.025497368,0.030013885,0.027742464,0.03181188
Laothoe_populi,0.015254,0.017053578,0.020478876,0.019519527,0.0232625,0.021724353,0.027133597,0.024007719,0.030772062
Mimas_tiliae,0.012223,0.020065753,0.026605101,0.022725869,0.029394306,0.025382046,0.032380857,0.028256591,0.035126243
Manduca_sexta,0.008124,0.016671455,0.029125009,0.019420674,0.031610623,0.022318538,0.03415865,0.02559306,0.03604133
Sphinx_pinastri,0.00953,0.01880957,0.026139488,0.021843677,0.02828917,0.024551762,0.03092758,0.027149543,0.033555906
Actias_luna,0.013198,0.008650357,0.0024367806,0.012794474,0.011220345,0.01669122,0.020904785,0.020852806,0.030151855
Saturnia_pavonia,0.015009,0.015909025,0.024310542,0.019992154,0.027503803,0.023183627,0.031881947,0.026456622,0.03638682
xx_213,0.01008602,0.010235687,0.01528243,0.014076091,0.019147322,0.01690828,0.024600621,0.019653706,0.029981468
Venusia_cambrica,0.030732,0.010189947,0.0090285875,0.012166205,0.015169767,0.013697167,0.021543803,0.016245836,0.027537296
xx_214,0.00959513,0.014297055,0.021664282,0.017743329,0.024862636,0.019919422,0.029252281,0.022755539,0.03345259
Eupithecia_vulgata,0.008339,0.012372118,0.021079995,0.015847899,0.024724448,0.018698648,0.029246386,0.021842562,0.03374754
xx_215,0.011109173,0.013008258,0.017056054,0.016240835,0.020768564,0.018733568,0.025778674,0.021077082,0.031015879
Aethalura_punctulata,0.022191,0.009602353,0.017760413,0.013426319,0.022010531,0.016242003,0.027419377,0.018661406,0.03327756
xx_216,0.0147693325,0.011337637,0.013137319,0.014400893,0.017974831,0.016888693,0.023612307,0.01923293,0.029079132
Macaria_brunneata,0.013926,0.008689273,0.013487243,0.013500116,0.016446091,0.01621979,0.02233723,0.01916588,0.02796555
xx_217,0.012724363,0.012195659,0.01930413,0.01533591,0.023098359,0.017680205,0.028006827,0.019987302,0.03318625
Petrophora_chlorosata,0.019336,0.008101788,0.015856069,0.011427928,0.020001072,0.013964623,0.02660181,0.016005035,0.03323145
xx_218,0.017921463,0.010040222,0.019586686,0.012903992,0.023367615,0.015347281,0.028779719,0.018293109,0.033919048
Epione_repandaria,0.019685,0.009168931,0.020769052,0.012448751,0.02337582,0.014683927,0.029272407,0.017172294,0.035270203
Lomographa_bimaculata,0.013037,0.012617242,0.018852802,0.016054371,0.022717586,0.018864792,0.027942544,0.021462072,0.033467628
Lomographa_temerata,0.013309,0.012978619,0.020452548,0.016507473,0.024590215,0.018786015,0.030179426,0.021205531,0.035562206
xx_219,0.004428654,0.007218715,0.029167647,0.009720791,0.032917127,0.011847251,0.037571102,0.014283824,0.04210003
xx_220,0.0043819877,0.007813926,0.022054147,0.010819483,0.025638755,0.01315137,0.03041792,0.015499735,0.03557019
xx_221,0.013443954,0.0058579575,0.027806949,0.008647583,0.032118067,0.011159212,0.037104193,0.013800904,0.042159785
xx_222,0.008087529,0.0050113057,0.025423298,0.007048893,0.029397901,0.009345098,0.033396903,0.01139476,0.038016517
xx_223,0.009877524,0.004580948,0.02848845,0.00703278,0.032470368,0.009462961,0.038194213,0.011804707,0.043757264
Dryas_iulia,0.009669,0.006128219,0.030131033,0.008356587,0.034178693,0.010440742,0.038496315,0.012585655,0.042847868
xx_224,0.006800191,0.008135058,0.025458828,0.010243277,0.030230949,0.012160847,0.035597708,0.014649636,0.04068839
Boloria_aquilonaris,0.003143,0.008633516,0.027180474,0.011242176,0.031907298,0.013791791,0.03716374,0.016702887,0.04220752
xx_225,0.0071335854,0.007623307,0.02921632,0.010224589,0.034110755,0.012472817,0.039335713,0.014860806,0.044640042
Issoria_lathonia,0.008182,0.0053439396,0.03388077,0.009177147,0.037364174,0.012251835,0.042717267,0.015021075,0.0481307
xx_226,0.01201516,0.009159276,0.025771894,0.011648142,0.030136315,0.013683395,0.03529521,0.016565796,0.04020635
Occidryas_editha,0.007169,0.010469662,0.038709383,0.0139763,0.04227384,0.017238645,0.046795722,0.02050887,0.051254015
xx_227,0.012816275,0.006267151,0.036838293,0.009268425,0.041946005,0.01171685,0.0472731,0.01458079,0.052533492
Hypolimnas_misippus,0.012028,0.003354557,0.02785779,0.0054225684,0.033509433,0.008037309,0.03873158,0.010917097,0.043586023
xx_228,0.0061249183,0.0061287386,0.028210394,0.009738715,0.033483334,0.012435064,0.038958848,0.01565724,0.044901736
Aglais_io,0.005536,0.007294816,0.034349274,0.009867914,0.03940976,0.012081344,0.045063578,0.0145360725,0.050604444
Vanessa_cardui,0.006941,0.009069983,0.034733046,0.01239431,0.03930888,0.015623771,0.044549067,0.018981066,0.049786758
Vanessa_atalanta,0.002532,0.009851475,0.034398086,0.013269219,0.039367467,0.01632305,0.044889152,0.019748837,0.050247766
xx_229,0.0075648595,0.0066312025,0.02803498,0.009396947,0.032147605,0.012690594,0.037041128,0.015924972,0.041686513
Maniola_jurtina,0.012548,0.0054331417,0.030857075,0.008539335,0.03589331,0.011435474,0.04163459,0.014201488,0.047387198
xx_230,0.0139896795,0.0055629574,0.030519553,0.008954886,0.035151094,0.012203951,0.040331498,0.015527763,0.04528563
Melanargia_galathea,0.005461,0.005756921,0.033289377,0.009210749,0.03618557,0.012166008,0.04126374,0.015416976,0.046207797
xx_231,0.013608169,0.004829936,0.027782183,0.008455693,0.032805827,0.011927119,0.03813609,0.015519812,0.04345653
Pararge_aegeria,0.012571,0.004904424,0.030015672,0.008730197,0.03504438,0.012558994,0.04044112,0.016535696,0.04590766
Morpho_telemachus,0.007573,0.0046732994,0.026636306,0.007373601,0.03269551,0.010558171,0.038325753,0.014217836,0.043985896
Morpho_hecuba,0.008161,0.0017178874,0.018717166,0.00256676,0.025435597,0.0044657164,0.031664755,0.0071094506,0.036861125
xx_232,0.008384024,0.002899637,0.027073367,0.0042794775,0.033488315,0.0062996503,0.03978493,0.0092967795,0.045470126
Morpho_menelaus,0.009191,0.0006922008,0.029136507,0.0024589272,0.03552343,0.0048696613,0.041678607,0.008581126,0.047412653
xx_233,0.007262851,0.008492558,0.029164158,0.011289078,0.033489313,0.014004324,0.03815479,0.017407088,0.04299243
Cyaniris_semiargus,0.007296,0.007779262,0.027483441,0.010990909,0.03199271,0.014145469,0.037032843,0.017770723,0.041781392
xx_234,0.006694765,0.008584402,0.030881446,0.012179506,0.034289207,0.015212056,0.038841255,0.01823453,0.042991783
Polyommatus_icarus,0.006987,0.007397404,0.02875333,0.010622217,0.033143602,0.013678108,0.03847853,0.016994057,0.0436013
Lycaeides_melissa,0.001587,0.008995736,0.035359688,0.012187272,0.038405985,0.015314842,0.04228044,0.019218322,0.045922074
Lycaeides_idas,0.000884,0.0077242246,0.027705615,0.010743715,0.0323707,0.013750227,0.037530113,0.017274888,0.04243065
xx_235,0.002111309,0.0060129426,0.03811173,0.009362335,0.04262907,0.012562998,0.047534067,0.016177302,0.05216326
Colias_thisoa,0.003576,0.004302131,0.04465706,0.0070489715,0.048164666,0.00992648,0.052975018,0.01337886,0.057642985
Colias_croceus,0.002647,0.0060820454,0.04054024,0.00870851,0.044491846,0.01139539,0.04900676,0.014229692,0.05363694
Colias_hyale,0.003649,0.0050850683,0.036946442,0.008258484,0.041141577,0.01143669,0.04603429,0.014659355,0.050809797
xx_236,0.017353607,0.020153143,0.028491013,0.023146631,0.030828046,0.025395723,0.03437609,0.02781917,0.03793474
xx_237,0.019782335,0.01832004,0.022130061,0.02133501,0.025066828,0.023376217,0.0288598,0.025655514,0.032834165
xx_238,0.008127975,0.018778596,0.020353941,0.021321416,0.02335569,0.023092017,0.027727649,0.025132922,0.031883206
xx_239,0.013309492,0.017855242,0.024754075,0.020662883,0.02654245,0.022829384,0.030220114,0.025071742,0.033452496
xx_240,0.00945556,0.018314835,0.0202065,0.020791454,0.023558293,0.022200352,0.027842063,0.024018025,0.032457825
xx_241,0.011815032,0.019334314,0.020793965,0.022066716,0.02420221,0.024059346,0.028202418,0.02588762,0.03245588
xx_242,0.012633294,0.011771596,0.019544668,0.01407287,0.023120312,0.016153237,0.027291166,0.01826209,0.032033913
xx_243,0.011805616,0.013442526,0.02069075,0.016178505,0.024589544,0.01832803,0.029703915,0.020801825,0.03452463
xx_244,0.021813206,0.014589908,0.021921808,0.0175987,0.02552164,0.01958037,0.030488707,0.021490712,0.035421442
Orgyia_antiqua,0.023258,0.011984197,0.020324335,0.014643403,0.025261119,0.016476458,0.030995915,0.018323341,0.036736798
Deilephila_elpenor,0.002786,0.021911852,0.03195742,0.024635307,0.034537453,0.027297594,0.0375358,0.03033143,0.039915003
Deilephila_porcellus,0.002806,0.022824395,0.028599475,0.025132287,0.03131141,0.027622482,0.034246404,0.030524736,0.03688098
xx_245,0.0100578545,0.010610963,0.016061995,0.014268477,0.019934379,0.016815992,0.025235476,0.019516008,0.030524043
xx_246,0.015582919,0.009550563,0.014058731,0.013915551,0.01794086,0.016951673,0.023644602,0.019942535,0.02918325
xx_247,0.008793693,0.012309246,0.019076968,0.015963012,0.021832183,0.01838967,0.02604607,0.02127398,0.030533763
Eupithecia_inturbata,0.010695,0.016493948,0.024204828,0.019473359,0.02834855,0.022066113,0.03300077,0.024732977,0.037626136
xx_248,0.011324253,0.0137411775,0.019220332,0.016875349,0.023008525,0.01940391,0.027748682,0.021965189,0.032771423
xx_249,0.017106157,0.0116752805,0.013369624,0.015337555,0.017425392,0.017792685,0.022864938,0.01986468,0.028658057
Macaria_notata,0.005826,0.011472501,0.010389813,0.01430832,0.016194828,0.016819088,0.022126365,0.019255096,0.028008964
Macaria_liturata,0.003737,0.011277595,0.01489702,0.014416203,0.01922835,0.016912214,0.024600597,0.019266907,0.029823087
xx_250,0.014921127,0.012471682,0.02063535,0.015684543,0.023942128,0.01817094,0.028599812,0.02051591,0.03346574
xx_251,0.01845395,0.011855431,0.017611165,0.014890317,0.02209131,0.017059999,0.027279813,0.019316357,0.032858208
xx_252,0.01941296,0.009933371,0.020946156,0.01285412,0.02430644,0.015273164,0.029736383,0.018432382,0.03469163
xx_253,0.021065973,0.0101613095,0.018078532,0.01294869,0.0223623,0.01540153,0.027692698,0.018105248,0.03305211
xx_254,0.0014630967,0.0070422837,0.028868666,0.009463729,0.032794543,0.011574432,0.03752654,0.013911279,0.042117897
Troides_aeacus,0.001239,0.007332427,0.029350018,0.009922754,0.033072162,0.012125911,0.03760572,0.014532378,0.042060956
xx_255,0.0022215352,0.0076131118,0.028722951,0.010096531,0.03217052,0.011896099,0.036587022,0.013643023,0.040964562
Ornithoptera_alexandrae,0.001949,0.0074566384,0.015902571,0.011184861,0.02066821,0.014201691,0.026369985,0.017474309,0.032074034
Dione_juno,0.008902,0.006101616,0.025944063,0.008854381,0.0299457,0.011418961,0.03486144,0.01396318,0.03987167
Dione_vanillae,0.00871,0.005569533,0.029452141,0.008352992,0.033977464,0.010984728,0.039274435,0.01372768,0.04447956
xx_256,0.005752179,0.00468301,0.026826588,0.007162057,0.030456832,0.009202067,0.035019804,0.011755814,0.03921297
xx_257,0.004286132,0.00514499,0.024458641,0.0071340986,0.028404878,0.009291061,0.032418348,0.011226086,0.037081223
Philaethria_dido,0.009638,0.0044900356,0.02950663,0.00716413,0.032363802,0.0091009345,0.03805814,0.011269856,0.043562513
Dryadula_phaetusa,0.009878,0.0048711128,0.027519362,0.0068013705,0.032769028,0.009574597,0.03812533,0.012299039,0.0438438
xx_258,0.0069011296,0.007700282,0.02579214,0.009775009,0.030538965,0.011670101,0.035901316,0.0141576305,0.041031044
Boloria_selene,0.008183,0.008665185,0.025027059,0.010813411,0.029856252,0.012748397,0.035231933,0.0152381165,0.04030679
xx_259,0.0065967566,0.008051203,0.028193792,0.010619482,0.032585178,0.013013125,0.037906006,0.01529177,0.04289723
Fabriciana_adippe,0.005666,0.007266465,0.03011653,0.009831414,0.035174243,0.012076667,0.040660854,0.014508242,0.04611069
