Id,genus_species,lm1x,lm1y,lm1z,lm2x,lm2y,lm2z,lm3x,lm3y,lm3z,lm4x,lm4y,lm4z,lm5x,lm5y,lm5z,lm6x,lm6y,lm6z,lm7x,lm7y,lm7z,lm8x,lm8y,lm8z,lm9x,lm9y,lm9z,lm10x,lm10y,lm10z,lm11x,lm11y,lm11z,lm12x,lm12y,lm12z,lm13x,lm13y,lm13z,lm14x,lm14y,lm14z,lm15x,lm15y,lm15z,lm16x,lm16y,lm16z,lm17x,lm17y,lm17z,lm18x,lm18y,lm18z,lm19x,lm19y,lm19z,lm20x,lm20y,lm20z,lm21x,lm21y,lm21z,lm22x,lm22y,lm22z,lm23x,lm23y,lm23z,lm24x,lm24y,lm24z,lm25x,lm25y,lm25z,lm26x,lm26y,lm26z,lm27x,lm27y,lm27z,lm28x,lm28y,lm28z,lm29x,lm29y,lm29z,lm30x,lm30y,lm30z,lm31x,lm31y,lm31z,lm32x,lm32y,lm32z,lm33x,lm33y,lm33z,lm34x,lm34y,lm34z,lm35x,lm35y,lm35z,lm36x,lm36y,lm36z,lm37x,lm37y,lm37z,lm38x,lm38y,lm38z,lm39x,lm39y,lm39z,lm40x,lm40y,lm40z,lm41x,lm41y,lm41z,lm42x,lm42y,lm42z,lm43x,lm43y,lm43z,lm44x,lm44y,lm44z,lm45x,lm45y,lm45z,lm46x,lm46y,lm46z,lm47x,lm47y,lm47z,lm48x,lm48y,lm48z,lm49x,lm49y,lm49z,lm50x,lm50y,lm50z,lm51x,lm51y,lm51z,lm52x,lm52y,lm52z,lm53x,lm53y,lm53z,lm54x,lm54y,lm54z,lm55x,lm55y,lm55z,lm56x,lm56y,lm56z,lm57x,lm57y,lm57z,lm58x,lm58y,lm58z,lm59x,lm59y,lm59z,lm60x,lm60y,lm60z,lm61x,lm61y,lm61z,lm62x,lm62y,lm62z,lm63x,lm63y,lm63z,lm64x,lm64y,lm64z,lm65x,lm65y,lm65z,lm66x,lm66y,lm66z,lm67x,lm67y,lm67z,lm68x,lm68y,lm68z,lm69x,lm69y,lm69z,lm70x,lm70y,lm70z,lm71x,lm71y,lm71z,lm72x,lm72y,lm72z,lm73x,lm73y,lm73z,lm74x,lm74y,lm74z,lm75x,lm75y,lm75z,lm76x,lm76y,lm76z,lm77x,lm77y,lm77z,lm78x,lm78y,lm78z,lm79x,lm79y,lm79z,lm80x,lm80y,lm80z,lm81x,lm81y,lm81z,lm82x,lm82y,lm82z,lm83x,lm83y,lm83z,lm84x,lm84y,lm84z,lm85x,lm85y,lm85z,lm86x,lm86y,lm86z,lm87x,lm87y,lm87z,lm88x,lm88y,lm88z,lm89x,lm89y,lm89z,lm90x,lm90y,lm90z,lm91x,lm91y,lm91z,lm92x,lm92y,lm92z,lm93x,lm93y,lm93z,lm94x,lm94y,lm94z,lm95x,lm95y,lm95z,lm96x,lm96y,lm96z,lm97x,lm97y,lm97z,lm98x,lm98y,lm98z,lm99x,lm99y,lm99z,lm100x,lm100y,lm100z,lm101x,lm101y,lm101z,lm102x,lm102y,lm102z,lm103x,lm103y,lm103z,lm104x,lm104y,lm104z,lm105x,lm105y,lm105z,lm106x,lm106y,lm106z,lm107x,lm107y,lm107z,lm108x,lm108y,lm108z,lm109x,lm109y,lm109z,lm110x,lm110y,lm110z,lm111x,lm111y,lm111z,lm112x,lm112y,lm112z,lm113x,lm113y,lm113z,lm114x,lm114y,lm114z,lm115x,lm115y,lm115z,lm116x,lm116y,lm116z,lm117x,lm117y,lm117z,lm118x,lm118y,lm118z,lm119x,lm119y,lm119z,lm120x,lm120y,lm120z,lm121x,lm121y,lm121z,lm122x,lm122y,lm122z,lm123x,lm123y,lm123z,lm124x,lm124y,lm124z,lm125x,lm125y,lm125z,lm126x,lm126y,lm126z,lm127x,lm127y,lm127z,lm128x,lm128y,lm128z,lm129x,lm129y,lm129z,lm130x,lm130y,lm130z,lm131x,lm131y,lm131z,lm132x,lm132y,lm132z,lm133x,lm133y,lm133z,lm134x,lm134y,lm134z,lm135x,lm135y,lm135z,lm136x,lm136y,lm136z,lm137x,lm137y,lm137z,lm138x,lm138y,lm138z,lm139x,lm139y,lm139z,lm140x,lm140y,lm140z,lm141x,lm141y,lm141z,lm142x,lm142y,lm142z,lm143x,lm143y,lm143z,lm144x,lm144y,lm144z,lm145x,lm145y,lm145z,lm146x,lm146y,lm146z,lm147x,lm147y,lm147z,lm148x,lm148y,lm148z,lm149x,lm149y,lm149z,lm150x,lm150y,lm150z,lm151x,lm151y,lm151z,lm152x,lm152y,lm152z,lm153x,lm153y,lm153z,lm154x,lm154y,lm154z,lm155x,lm155y,lm155z
426,Allenopithecus_nigroviridis,-40.539,2.961,0,-38.68,3.157,5.226,-35.323,2.555,7.437,-33.27,2.458,9.33,-29.445,1.208,12.295,-24.32,-0.39,13.389,-21.009,-1.139,13.861,-15.395,-3.05,15.127,-8.599,-4.077,15.979,-2.411,-4.238,10.373,-8.852,-2.497,9.805,-14.759,-1.666,10.104,-19.772,-1.272,9.363,-23.52,-0.655,8.113,-26.524,4.842,0,-11.541,2.919,0,-7.498,2.403,6.407,-2.427,1.198,3.305,0.636,1.147,0,16.527,-3.859,0,17.908,-3.064,3.787,14.174,-1.613,3.683,17.421,-1.531,8.364,21.404,-3.627,15.556,27.916,-0.911,25.493,32.205,-1.278,24.233,31.154,-5.917,17.803,30.649,-7.96,11.923,26.481,-7.014,10.869,27.796,-6.03,7.524,29.126,-9.69,0,29.205,-10.679,2.393,30.252,-7.7,6.608,36,-6.475,9.147,36.245,-9.024,5.473,41.181,-9.093,0,59.109,4.656,0,44.244,1.624,22.614,-35.949,8.087,0,-30.478,11.945,4.517,-23.538,19.067,2.841,-24.454,19.438,0,-7.381,30.28,0,1.079,35.403,0,-1.335,33.417,7.408,-0.409,23.16,22.915,-11.905,16.291,12.631,-10.324,19.45,4.015,15.185,11.59,2.701,5.192,5.117,7.255,4.686,23.584,23.845,-4.468,9.225,24.799,-9.259,4.213,19.579,2.795,3.867,27.719,10.431,-0.955,28.815,18.17,-0.98,26.126,21.259,-1.775,26.929,25.082,-1.314,25.125,29.349,2.749,26.217,15.892,-2.627,12.317,2.698,5.043,11.258,4.774,12.882,19.773,35.336,34.71,0,58.654,15.458,0,-39.997,-4.4,0,-38.242,-5.467,4.162,-36.889,-5.18,6.666,-36.763,-4.917,6.614,-33.025,-6.521,8.908,-27.527,-9.121,9.855,-22.585,-9.719,11.113,-17.06,-10.3,12.19,-10.252,-11.974,13.837,-3.806,-10.468,10.641,-11.085,-10.574,7.959,-16.792,-8.495,8.101,-21.271,-7.652,8.008,-26,-6.977,6.796,13.99,5.612,24.776,22.795,-2.417,25.703,25.523,-4.118,18.082,6.295,-26.927,16.115,9.995,-13.435,17.613,18.259,-18.818,19.695,-25.694,-11.998,0,-23.836,-19.426,0,-38.68,3.157,-5.226,-35.323,2.555,-7.437,-33.27,2.458,-9.33,-29.445,1.208,-12.295,-24.32,-0.39,-13.389,-21.009,-1.139,-13.861,-15.395,-3.05,-15.127,-8.599,-4.077,-15.979,-2.411,-4.238,-10.373,-8.852,-2.497,-9.805,-14.759,-1.666,-10.104,-19.772,-1.272,-9.363,-23.52,-0.655,-8.113,-7.498,2.403,-6.407,-2.427,1.198,-3.305,17.908,-3.064,-3.787,14.174,-1.613,-3.683,17.421,-1.531,-8.364,21.404,-3.627,-15.556,27.916,-0.911,-25.493,32.205,-1.278,-24.233,31.154,-5.917,-17.803,30.649,-7.96,-11.923,26.481,-7.014,-10.869,27.796,-6.03,-7.524,29.205,-10.679,-2.393,30.252,-7.7,-6.608,36,-6.475,-9.147,36.245,-9.024,-5.473,44.244,1.624,-22.614,-30.478,11.945,-4.517,-23.538,19.067,-2.841,-1.335,33.417,-7.408,-0.409,23.16,-22.915,-11.905,16.291,-12.631,-10.324,19.45,-4.015,15.185,11.59,-2.701,5.192,5.117,-7.255,4.686,23.584,-23.845,-4.468,9.225,-24.799,-9.259,4.213,-19.579,2.795,3.867,-27.719,10.431,-0.955,-28.815,18.17,-0.98,-26.126,21.259,-1.775,-26.929,25.082,-1.314,-25.125,29.349,2.749,-26.217,15.892,-2.627,-12.317,2.698,5.043,-11.258,4.774,12.882,-19.773,-38.242,-5.467,-4.162,-36.889,-5.18,-6.666,-36.763,-4.917,-6.614,-33.025,-6.521,-8.908,-27.527,-9.121,-9.855,-22.585,-9.719,-11.113,-17.06,-10.3,-12.19,-10.252,-11.974,-13.837,-3.806,-10.468,-10.641,-11.085,-10.574,-7.959,-16.792,-8.495,-8.101,-21.271,-7.652,-8.008,-26,-6.977,-6.796,13.99,5.612,-24.776,22.795,-2.417,-25.703,25.523,-4.118,-18.082,6.295,-26.927,-16.115,9.995,-13.435,-17.613,18.259,-18.818,-19.695
2384,Allenopithecus_nigroviridis,-37.557,2.557,0,-35.962,2.257,4.788,-32.905,2.204,7.826,-31.874,1.921,9.671,-27.028,-1.119,11.48,-23.245,-2.478,12.209,-18.95,-3.576,13.219,-13.664,-4.289,14.815,-6.69,-4.706,14.754,-0.826,-4.914,10.647,-7.773,-3.549,8.748,-13.158,-3.147,9.51,-18.323,-2.945,9.25,-22.25,-2.378,9.157,-25.129,4.074,0,-11.236,2.815,0,-6.816,1.166,6.062,-2.821,1.442,3.135,-2.397,1.033,0,16.678,-2.521,0,16.86,-1.446,3.69,14.263,0.071,3.931,15.388,0.176,8.87,17.547,-2.438,14.148,25.864,-0.839,25.741,30.112,-1.205,24.195,29.52,-6.096,18.306,27.956,-7.351,12.015,24.464,-6.169,9.33,27.813,-5.209,8.01,26.682,-7.962,0,26.923,-9.015,2.823,28.667,-7.201,6.985,35.088,-7.671,8.475,34.56,-9.213,5.841,41.146,-10.067,0,58.178,-1.599,0,44.82,-1.24,21.908,-31.875,7.958,0,-28.403,11.587,3.029,-21.749,18.769,1.468,-21.493,19.053,0,-8.397,29.945,0,-1.564,36.442,0,0.279,35.395,7.861,0.049,25.83,21.084,-11.839,16.844,9.784,-8.412,19.408,2.648,14.844,12.965,2.717,5.798,4.1,7.324,4.784,25.228,23.312,-5.156,9.355,22.851,-9.086,3.019,19.231,3.289,5.537,28.345,9.091,-0.009,29.918,15.739,-0.301,28.088,18.182,-1.879,28.849,23.776,-0.867,25.03,27.297,2.348,27.874,14.914,-0.586,12.374,3.632,6.169,11.81,6.412,23.313,21.329,36.6,35.219,0,61.774,11.611,0,-37.978,-5.299,0,-37.009,-5.274,3.69,-35.869,-5.591,5.178,-35.558,-5.725,5.628,-31.899,-8.029,7.96,-26.903,-7.436,8.785,-21.619,-8.818,9.505,-16.138,-9.799,11.14,-8.801,-10.934,11.931,-1.794,-11.201,10.2,-8.292,-10.227,7.486,-14.958,-9.261,7.801,-20.052,-8.531,7.437,-25.008,-7.775,6.77,5.847,3.809,22.113,19.776,-2.176,26.559,22.733,-2.934,17.425,0.956,-26.89,11.98,11.462,-14.615,17.287,16.68,-19.939,18.45,-26.478,-12.657,0,-26.067,-22.453,0,-35.962,2.257,-4.788,-32.905,2.204,-7.826,-31.874,1.921,-9.671,-27.028,-1.119,-11.48,-23.245,-2.478,-12.209,-18.95,-3.576,-13.219,-13.664,-4.289,-14.815,-6.69,-4.706,-14.754,-0.826,-4.914,-10.647,-7.773,-3.549,-8.748,-13.158,-3.147,-9.51,-18.323,-2.945,-9.25,-22.25,-2.378,-9.157,-6.816,1.166,-6.062,-2.821,1.442,-3.135,16.86,-1.446,-3.69,14.263,0.071,-3.931,15.388,0.176,-8.87,17.547,-2.438,-14.148,25.864,-0.839,-25.741,30.112,-1.205,-24.195,29.52,-6.096,-18.306,27.956,-7.351,-12.015,24.464,-6.169,-9.33,27.813,-5.209,-8.01,26.923,-9.015,-2.823,28.667,-7.201,-6.985,35.088,-7.671,-8.475,34.56,-9.213,-5.841,44.82,-1.24,-21.908,-28.403,11.587,-3.029,-21.749,18.769,-1.468,0.279,35.395,-7.861,0.049,25.83,-21.084,-11.839,16.844,-9.784,-8.412,19.408,-2.648,14.844,12.965,-2.717,5.798,4.1,-7.324,4.784,25.228,-23.312,-5.156,9.355,-22.851,-9.086,3.019,-19.231,3.289,5.537,-28.345,9.091,-0.009,-29.918,15.739,-0.301,-28.088,18.182,-1.879,-28.849,23.776,-0.867,-25.03,27.297,2.348,-27.874,14.914,-0.586,-12.374,3.632,6.169,-11.81,6.412,23.313,-21.329,-37.009,-5.274,-3.69,-35.869,-5.591,-5.178,-35.558,-5.725,-5.628,-31.899,-8.029,-7.96,-26.903,-7.436,-8.785,-21.619,-8.818,-9.505,-16.138,-9.799,-11.14,-8.801,-10.934,-11.931,-1.794,-11.201,-10.2,-8.292,-10.227,-7.486,-14.958,-9.261,-7.801,-20.052,-8.531,-7.437,-25.008,-7.775,-6.77,5.847,3.809,-22.113,19.776,-2.176,-26.559,22.733,-2.934,-17.425,0.956,-26.89,-11.98,11.462,-14.615,-17.287,16.68,-19.939,-18.45
2385,Allenopithecus_nigroviridis,-36.932,3.3,0,-35.884,2.927,4.358,-32.296,3.226,7.616,-30.165,1.692,9.509,-25.01,-1.315,11.475,-21.477,-1.755,12.084,-17.755,-2.314,13.466,-12.328,-3.888,15.007,-5.321,-4.845,14.357,-1.453,-5.336,9.405,-6.414,-4.279,9.319,-12.059,-3.75,9.838,-16.16,-2.909,9.32,-21.271,-0.866,8.16,-25.443,5.175,0,-11.264,2.103,0,-6.29,1.02,6.263,-4.135,0.617,2.867,-1.455,0.477,0,15.922,-3.663,0,16.403,-2.432,3.457,12.719,-0.618,3.877,14.781,-1.115,8.451,17.908,-2.449,14.674,26.001,0.035,24.075,30.235,-1.425,22.476,29.601,-5.586,17.864,28.511,-7.655,12.219,23.637,-7.363,10.56,26.509,-5.321,7.389,26.58,-8.245,0,26.733,-8.88,2.525,28.001,-5.689,6.781,33.91,-6.632,8.388,33.379,-9.422,5.783,38.577,-9.413,0,56.111,0.838,0,41.655,0.412,21.464,-33.072,8.7,0,-28.804,12.741,4.346,-23.368,19.667,2.857,-23.245,19.708,0,-8.876,29.358,0,-1.928,35.427,0,-1.129,34.2,6.811,-2.023,24.2,21.923,-13.099,17.019,10.039,-8.641,19.33,3.527,13.111,12.034,2.365,4.272,3.665,6.821,4.361,23.41,24.242,-4.122,9.2,25.331,-9.381,3.309,20.447,2.48,5.576,28.619,10.419,-0.235,30.227,15.589,0.058,27.252,17.52,-1.812,28.213,23.583,-0.125,25.086,29.556,3.937,26.622,14.493,-0.521,11.962,2.708,4.829,10.302,5.251,14.413,19.312,35.564,33.974,0,55.815,17.066,0,-36.651,-3.941,0,-35.547,-3.688,3.263,-35.34,-4.671,4.648,-35.034,-4.705,5.283,-29.295,-6.056,7.289,-24.776,-6.77,9.189,-20.239,-8.515,9.868,-15.109,-11.053,10.608,-8.591,-12.223,11.599,-2.222,-12.077,9.857,-7.926,-11.052,7.713,-13.821,-9.463,7.012,-19.322,-7.916,6.929,-23.016,-6.683,6.797,10.088,7.724,22.41,19.982,-3.36,25.181,23.718,-5.215,16.773,-1.633,-27.967,11.882,8.605,-14.99,16.562,17.07,-21.15,19.188,-27.093,-9.398,0,-27.273,-19.768,0,-35.884,2.927,-4.358,-32.296,3.226,-7.616,-30.165,1.692,-9.509,-25.01,-1.315,-11.475,-21.477,-1.755,-12.084,-17.755,-2.314,-13.466,-12.328,-3.888,-15.007,-5.321,-4.845,-14.357,-1.453,-5.336,-9.405,-6.414,-4.279,-9.319,-12.059,-3.75,-9.838,-16.16,-2.909,-9.32,-21.271,-0.866,-8.16,-6.29,1.02,-6.263,-4.135,0.617,-2.867,16.403,-2.432,-3.457,12.719,-0.618,-3.877,14.781,-1.115,-8.451,17.908,-2.449,-14.674,26.001,0.035,-24.075,30.235,-1.425,-22.476,29.601,-5.586,-17.864,28.511,-7.655,-12.219,23.637,-7.363,-10.56,26.509,-5.321,-7.389,26.733,-8.88,-2.525,28.001,-5.689,-6.781,33.91,-6.632,-8.388,33.379,-9.422,-5.783,41.655,0.412,-21.464,-28.804,12.741,-4.346,-23.368,19.667,-2.857,-1.129,34.2,-6.811,-2.023,24.2,-21.923,-13.099,17.019,-10.039,-8.641,19.33,-3.527,13.111,12.034,-2.365,4.272,3.665,-6.821,4.361,23.41,-24.242,-4.122,9.2,-25.331,-9.381,3.309,-20.447,2.48,5.576,-28.619,10.419,-0.235,-30.227,15.589,0.058,-27.252,17.52,-1.812,-28.213,23.583,-0.125,-25.086,29.556,3.937,-26.622,14.493,-0.521,-11.962,2.708,4.829,-10.302,5.251,14.413,-19.312,-35.547,-3.688,-3.263,-35.34,-4.671,-4.648,-35.034,-4.705,-5.283,-29.295,-6.056,-7.289,-24.776,-6.77,-9.189,-20.239,-8.515,-9.868,-15.109,-11.053,-10.608,-8.591,-12.223,-11.599,-2.222,-12.077,-9.857,-7.926,-11.052,-7.713,-13.821,-9.463,-7.012,-19.322,-7.916,-6.929,-23.016,-6.683,-6.797,10.088,7.724,-22.41,19.982,-3.36,-25.181,23.718,-5.215,-16.773,-1.633,-27.967,-11.882,8.605,-14.99,-16.562,17.07,-21.15,-19.188
2386,Allenopithecus_nigroviridis,-34.474,4.777,0,-34.49,4.072,4.158,-32.045,3.005,6.914,-29.948,2.659,8.226,-25.591,0.354,10.26,-21.851,-0.512,11.9,-17.996,-1.554,13.39,-11.682,-2.816,14.329,-5.705,-3.541,13.463,-0.759,-3.941,8.542,-6.391,-2.772,7.36,-11.947,-1.964,7.911,-16.483,-1.307,7.902,-20.562,-0.422,6.96,-22.891,4.651,0,-12.546,2.551,0,-7.519,0.863,5.243,-2.413,1.141,2.176,-1.008,2.322,0,15.64,-3.74,0,15.48,-1.452,3.651,12.445,-0.097,3.017,13.871,-0.382,7.905,17.027,-3.284,14.311,25.137,-0.286,25.511,29.493,-1.383,24.757,27.622,-5.235,17.706,26.604,-7.612,11.764,22.143,-6.482,10.016,24.396,-5.179,7.204,25.426,-8.06,0,25.89,-9.933,2.886,27.824,-7.378,7.27,32.45,-7.578,8.228,32.634,-9.553,5.748,39.985,-8.633,0,55.799,0.506,0,40.727,0.839,22.471,-30.163,9.846,0,-24.999,14.167,3.857,-20.685,18.96,2.061,-20.707,19.685,0,-9.254,26.239,0,-2.229,33.705,0,-0.751,32.322,7.377,-1.373,22.889,21.444,-11.962,15.482,9.214,-8.832,17.553,2.523,14.716,10.95,2.12,6.074,3.823,6.651,1.776,23.659,22.878,-5.446,7.983,23.103,-9.585,2.54,19.014,1.84,3.572,27.638,7.276,-0.796,28.227,14.782,-1.476,25.4,17.047,-2.139,26.442,22.036,-0.694,24.514,27.219,3.082,26.342,14.1,-0.976,12.217,2.118,4.405,11.553,6.887,17.499,19.594,33.113,37.414,0,57.81,14.868,0,-35.225,-6.172,0,-33.417,-5.953,3.403,-33.662,-6.136,5.172,-32.968,-6.246,5.785,-29.579,-8.929,7.821,-25.149,-8.115,8.358,-19.651,-9.171,9.308,-13.923,-10.331,9.872,-7.546,-10.326,10.6,-0.709,-10.685,9.537,-7.084,-8.954,7.012,-13.575,-8.45,7.187,-18.426,-8.355,7.098,-22.514,-7.183,6.736,7.397,4.118,23.634,18.164,-2.927,24.981,20.686,-2.814,16.939,0.129,-24.595,7.555,9.247,-14.498,15.134,16.067,-20.403,16.561,-24.339,-11.742,0,-23.102,-20.459,0,-34.49,4.072,-4.158,-32.045,3.005,-6.914,-29.948,2.659,-8.226,-25.591,0.354,-10.26,-21.851,-0.512,-11.9,-17.996,-1.554,-13.39,-11.682,-2.816,-14.329,-5.705,-3.541,-13.463,-0.759,-3.941,-8.542,-6.391,-2.772,-7.36,-11.947,-1.964,-7.911,-16.483,-1.307,-7.902,-20.562,-0.422,-6.96,-7.519,0.863,-5.243,-2.413,1.141,-2.176,15.48,-1.452,-3.651,12.445,-0.097,-3.017,13.871,-0.382,-7.905,17.027,-3.284,-14.311,25.137,-0.286,-25.511,29.493,-1.383,-24.757,27.622,-5.235,-17.706,26.604,-7.612,-11.764,22.143,-6.482,-10.016,24.396,-5.179,-7.204,25.89,-9.933,-2.886,27.824,-7.378,-7.27,32.45,-7.578,-8.228,32.634,-9.553,-5.748,40.727,0.839,-22.471,-24.999,14.167,-3.857,-20.685,18.96,-2.061,-0.751,32.322,-7.377,-1.373,22.889,-21.444,-11.962,15.482,-9.214,-8.832,17.553,-2.523,14.716,10.95,-2.12,6.074,3.823,-6.651,1.776,23.659,-22.878,-5.446,7.983,-23.103,-9.585,2.54,-19.014,1.84,3.572,-27.638,7.276,-0.796,-28.227,14.782,-1.476,-25.4,17.047,-2.139,-26.442,22.036,-0.694,-24.514,27.219,3.082,-26.342,14.1,-0.976,-12.217,2.118,4.405,-11.553,6.887,17.499,-19.594,-33.417,-5.953,-3.403,-33.662,-6.136,-5.172,-32.968,-6.246,-5.785,-29.579,-8.929,-7.821,-25.149,-8.115,-8.358,-19.651,-9.171,-9.308,-13.923,-10.331,-9.872,-7.546,-10.326,-10.6,-0.709,-10.685,-9.537,-7.084,-8.954,-7.012,-13.575,-8.45,-7.187,-18.426,-8.355,-7.098,-22.514,-7.183,-6.736,7.397,4.118,-23.634,18.164,-2.927,-24.981,20.686,-2.814,-16.939,0.129,-24.595,-7.555,9.247,-14.498,-15.134,16.067,-20.403,-16.561
2387,Allenopithecus_nigroviridis,-34.676,3.883,0,-33.381,3.153,4.038,-30.916,2.707,6.588,-28.276,2.239,8.835,-24.727,-0.922,10.096,-21.05,-1.72,10.842,-17.583,-2.5,12.12,-12.796,-3.76,13.551,-6.48,-4.399,13.737,-1.995,-5.123,9.37,-7.763,-3.265,8.228,-12.219,-2.509,8.725,-16.818,-2.073,8.558,-20.447,-1.561,8.267,-23.698,4.678,0,-12.291,2.404,0,-7.396,0.723,6.363,-4.278,0.731,2.582,-1.313,1.507,0,15.07,-2.128,0,15.737,-0.457,3.636,13.232,-0.016,4.134,14.014,0.447,7.471,17.987,-3.203,13.852,25.883,-1.149,25.178,29.33,-2.299,23.828,29.206,-6.521,16.54,26.731,-7.27,11.412,23.959,-5.755,9.538,25.826,-4.296,6.903,25.675,-6.564,0,25.916,-7.755,2.605,27.735,-6.234,7.136,34.308,-5.74,8.839,34.008,-7.436,6.798,40.418,-6.49,0,55.71,2.234,0,43.012,-0.556,20.056,-31.436,8.596,0,-26.623,12.248,3.569,-20.807,18.649,2.717,-19.708,20.038,0,-9.552,27.892,0,-4.158,33.997,0,-2.859,31.769,7.419,-1.914,21.595,21.141,-13.268,14.793,10.706,-9.55,16.957,3.599,11.585,12.135,3.161,4.506,2.327,6.597,3.187,21.664,23.496,-3.102,7.757,24.354,-8.955,2.173,18.666,3.989,3.974,26.593,10.131,-2.395,27.998,14.722,-1.439,25.888,18.036,-2.602,26.831,22.537,-1.995,23.236,25.638,2.111,26.83,14.78,-0.973,11.639,1.922,4.398,10.794,6.177,16.657,19.59,31.107,33.349,0,54.127,14.351,0,-33.896,-2.539,0,-32.743,-3.022,2.553,-32.644,-3.513,3.496,-32.189,-3.444,4.067,-29.244,-5.602,6.022,-24.917,-7.167,6.96,-20.634,-8.434,7.709,-15.526,-9.164,9.553,-9.618,-10.845,9.96,-3.181,-10.772,9.191,-9.502,-9.363,6.578,-14.926,-8.297,6.358,-18.925,-7.38,5.922,-22.863,-6.465,5.602,7.002,2.907,20.632,20.08,-2.767,25.064,22.224,-2.921,17.399,0.489,-25.145,9.825,9.846,-14.718,15.338,16.098,-20.783,16.147,-25.154,-10.06,0,-25.658,-17.928,0,-33.381,3.153,-4.038,-30.916,2.707,-6.588,-28.276,2.239,-8.835,-24.727,-0.922,-10.096,-21.05,-1.72,-10.842,-17.583,-2.5,-12.12,-12.796,-3.76,-13.551,-6.48,-4.399,-13.737,-1.995,-5.123,-9.37,-7.763,-3.265,-8.228,-12.219,-2.509,-8.725,-16.818,-2.073,-8.558,-20.447,-1.561,-8.267,-7.396,0.723,-6.363,-4.278,0.731,-2.582,15.737,-0.457,-3.636,13.232,-0.016,-4.134,14.014,0.447,-7.471,17.987,-3.203,-13.852,25.883,-1.149,-25.178,29.33,-2.299,-23.828,29.206,-6.521,-16.54,26.731,-7.27,-11.412,23.959,-5.755,-9.538,25.826,-4.296,-6.903,25.916,-7.755,-2.605,27.735,-6.234,-7.136,34.308,-5.74,-8.839,34.008,-7.436,-6.798,43.012,-0.556,-20.056,-26.623,12.248,-3.569,-20.807,18.649,-2.717,-2.859,31.769,-7.419,-1.914,21.595,-21.141,-13.268,14.793,-10.706,-9.55,16.957,-3.599,11.585,12.135,-3.161,4.506,2.327,-6.597,3.187,21.664,-23.496,-3.102,7.757,-24.354,-8.955,2.173,-18.666,3.989,3.974,-26.593,10.131,-2.395,-27.998,14.722,-1.439,-25.888,18.036,-2.602,-26.831,22.537,-1.995,-23.236,25.638,2.111,-26.83,14.78,-0.973,-11.639,1.922,4.398,-10.794,6.177,16.657,-19.59,-32.743,-3.022,-2.553,-32.644,-3.513,-3.496,-32.189,-3.444,-4.067,-29.244,-5.602,-6.022,-24.917,-7.167,-6.96,-20.634,-8.434,-7.709,-15.526,-9.164,-9.553,-9.618,-10.845,-9.96,-3.181,-10.772,-9.191,-9.502,-9.363,-6.578,-14.926,-8.297,-6.358,-18.925,-7.38,-5.922,-22.863,-6.465,-5.602,7.002,2.907,-20.632,20.08,-2.767,-25.064,22.224,-2.921,-17.399,0.489,-25.145,-9.825,9.846,-14.718,-15.338,16.098,-20.783,-16.147
